problem_id,rules_text,reaction_state,option_A,option_B,option_C,option_D,answer
8731,"0. If zeta_affinity < 10, Beta displacement is blocked.
1. If zeta_affinity < 5, Gamma rearrangement is activated.
2. If exactly 3 mechanisms remain, eliminate Alpha transformation.
3. If (NOT (polarity > 0.421) OR thermal_index < 44), Beta displacement is activated.
4. If (zeta_affinity > 7 OR NOT (thermal_index < 91)), Gamma rearrangement is blocked.
5. If ((NOT (steric_factor < 1) OR zeta_affinity > 7) OR (steric_factor > 2 OR thermal_index < 94)), Alpha transformation dominates Delta elimination.
6. If steric_factor < 2, Gamma rearrangement is blocked.
7. If ((NOT (sigma_density < 2) OR thermal_index > 36) AND (zeta_affinity > 10 AND NOT (polarity > 0.424))), dominance between Beta displacement and Alpha transformation is reversed.
8. If exactly 1 mechanisms remain, eliminate Beta displacement.
9. If exactly 3 mechanisms remain, eliminate Beta displacement.
10. If exactly 1 mechanisms remain, eliminate Delta elimination.","sigma_density=5, steric_factor=0, polarity=0.488, thermal_index=81, zeta_affinity=8",Alpha transformation,Beta displacement,Gamma rearrangement,Delta elimination,A
8733,"0. If exactly 1 mechanisms remain, eliminate Beta displacement.
1. If (sigma_density > 9 AND steric_factor < 4), Beta displacement dominates Alpha transformation.
2. If ((thermal_index < 64 AND NOT (sigma_density < 0)) OR NOT (thermal_index < 12)), dominance between Delta elimination and Gamma rearrangement is reversed.
3. If (thermal_index < 30 OR zeta_affinity < 0), Alpha transformation is activated.
4. If exactly 3 mechanisms remain, eliminate Alpha transformation.
5. If exactly 3 mechanisms remain, eliminate Beta displacement.
6. If ((zeta_affinity > 0 OR steric_factor > 4) OR sigma_density > 10), Gamma rearrangement dominates Alpha transformation.
7. If ((NOT (polarity < 0.091) AND polarity > 0.068) OR polarity > 0.678), Beta displacement is activated.
8. If ((polarity < 0.167 AND NOT (thermal_index < 59)) AND NOT (zeta_affinity < 8)), Delta elimination is blocked.
9. If (steric_factor > 0 OR (steric_factor < 5 OR polarity > 0.252)), dominance between Beta displacement and Alpha transformation is reversed.","sigma_density=4, steric_factor=4, polarity=0.76, thermal_index=70, zeta_affinity=8",Alpha transformation,Beta displacement,Gamma rearrangement,Delta elimination,C
8734,"0. If (sigma_density > 7 AND (NOT (zeta_affinity < 6) AND zeta_affinity < 10)), Alpha transformation dominates Gamma rearrangement.
1. If (zeta_affinity < 7 AND (thermal_index < 13 OR sigma_density > 3)), dominance between Beta displacement and Delta elimination is reversed.
2. If ((NOT (steric_factor > 1) AND zeta_affinity < 8) OR sigma_density > 8), Beta displacement is activated.
3. If exactly 2 mechanisms remain, eliminate Beta displacement.
4. If exactly 2 mechanisms remain, eliminate Delta elimination.
5. If sigma_density > 8, Gamma rearrangement is activated.
6. If exactly 1 mechanisms remain, eliminate Beta displacement.
7. If exactly 3 mechanisms remain, eliminate Alpha transformation.","sigma_density=4, steric_factor=1, polarity=0.437, thermal_index=31, zeta_affinity=6",Alpha transformation,Beta displacement,Gamma rearrangement,Delta elimination,C
8735,"0. If sigma_density < 4, Delta elimination is activated.
1. If exactly 3 mechanisms remain, eliminate Gamma rearrangement.
2. If steric_factor < 5, Gamma rearrangement is activated.
3. If ((polarity < 0.403 AND NOT (zeta_affinity < 7)) OR (thermal_index > 41 OR steric_factor > 2)), Alpha transformation dominates Delta elimination.
4. If NOT (steric_factor < 3), Beta displacement is activated.
5. If steric_factor > 4, Rule 2 is overridden.
6. If exactly 1 mechanisms remain, eliminate Beta displacement.
7. If polarity < 0.087, Rule 2 is overridden.
8. If NOT (sigma_density < 1), Beta displacement is blocked.
9. If exactly 2 mechanisms remain, eliminate Gamma rearrangement.","sigma_density=1, steric_factor=4, polarity=0.287, thermal_index=18, zeta_affinity=0",Alpha transformation,Beta displacement,Gamma rearrangement,Delta elimination,A
8736,"0. If NOT (zeta_affinity < 8), Beta displacement dominates Gamma rearrangement.
1. If (sigma_density > 0 OR (thermal_index > 59 AND thermal_index < 91)), Delta elimination is blocked.
2. If thermal_index > 98, Alpha transformation is blocked.
3. If zeta_affinity > 4, Rule 1 is overridden.
4. If NOT (steric_factor > 0), dominance between Beta displacement and Gamma rearrangement is reversed.
5. If ((steric_factor < 3 AND polarity < 0.745) AND sigma_density > 1), Alpha transformation is activated.
6. If thermal_index > 62, Beta displacement dominates Alpha transformation.
7. If NOT (steric_factor > 5), Gamma rearrangement is blocked.
8. If (sigma_density < 9 OR NOT (zeta_affinity > 0)), Beta displacement is blocked.
9. If (NOT (polarity < 0.708) AND (NOT (sigma_density > 10) AND NOT (steric_factor > 1))), Gamma rearrangement is blocked.","sigma_density=7, steric_factor=2, polarity=0.661, thermal_index=80, zeta_affinity=6",Alpha transformation,Beta displacement,Gamma rearrangement,Delta elimination,A
8737,"0. If ((sigma_density < 0 AND NOT (thermal_index < 70)) OR sigma_density < 10), Delta elimination is blocked.
1. If NOT (polarity > 0.826), dominance between Delta elimination and Beta displacement is reversed.
2. If steric_factor > 1, Rule 1 is overridden.
3. If sigma_density > 0, Alpha transformation dominates Gamma rearrangement.
4. If NOT (polarity > 0.347), Beta displacement is activated.
5. If NOT (steric_factor > 1), Alpha transformation is blocked.
6. If ((zeta_affinity > 6 AND NOT (thermal_index < 30)) OR (zeta_affinity > 5 OR NOT (zeta_affinity < 10))), Beta displacement dominates Gamma rearrangement.
7. If exactly 3 mechanisms remain, eliminate Beta displacement.
8. If steric_factor > 5, dominance between Gamma rearrangement and Delta elimination is reversed.
9. If NOT (steric_factor > 2), Gamma rearrangement is activated.
10. If exactly 2 mechanisms remain, eliminate Gamma rearrangement.","sigma_density=0, steric_factor=1, polarity=0.214, thermal_index=75, zeta_affinity=2",Alpha transformation,Beta displacement,Gamma rearrangement,Delta elimination,B
8739,"0. If thermal_index < 68, Delta elimination dominates Alpha transformation.
1. If ((NOT (polarity < 0.426) AND NOT (steric_factor > 1)) OR (polarity < 0.187 AND thermal_index > 44)), Rule 0 is overridden.
2. If polarity < 0.104, dominance between Delta elimination and Alpha transformation is reversed.
3. If (sigma_density < 8 OR (NOT (zeta_affinity < 7) OR sigma_density > 0)), Beta displacement is blocked.
4. If exactly 3 mechanisms remain, eliminate Alpha transformation.
5. If sigma_density < 7, Beta displacement is blocked.
6. If steric_factor < 5, Gamma rearrangement is blocked.
7. If (sigma_density < 4 OR sigma_density > 5), Beta displacement is blocked.
8. If ((sigma_density > 0 OR NOT (steric_factor < 0)) OR (zeta_affinity < 2 AND NOT (zeta_affinity > 2))), Alpha transformation is activated.","sigma_density=3, steric_factor=2, polarity=0.963, thermal_index=44, zeta_affinity=9",Alpha transformation,Beta displacement,Gamma rearrangement,Delta elimination,D
8740,"0. If polarity < 0.874, Beta displacement is activated.
1. If ((zeta_affinity > 7 OR NOT (zeta_affinity > 7)) AND (NOT (polarity < 0.584) OR sigma_density > 1)), Delta elimination dominates Alpha transformation.
2. If NOT (sigma_density < 8), Alpha transformation is activated.
3. If (NOT (thermal_index < 84) OR NOT (zeta_affinity > 8)), dominance between Delta elimination and Gamma rearrangement is reversed.
4. If exactly 1 mechanisms remain, eliminate Beta displacement.
5. If zeta_affinity < 2, dominance between Beta displacement and Alpha transformation is reversed.
6. If thermal_index > 74, dominance between Delta elimination and Beta displacement is reversed.
7. If NOT (zeta_affinity < 1), Delta elimination is activated.
8. If ((sigma_density < 3 AND NOT (polarity > 0.86)) AND zeta_affinity < 6), Gamma rearrangement is blocked.
9. If thermal_index < 61, Beta displacement is activated.
10. If steric_factor < 1, Alpha transformation is blocked.
11. If exactly 2 mechanisms remain, eliminate Beta displacement.","sigma_density=3, steric_factor=0, polarity=0.159, thermal_index=41, zeta_affinity=2",Alpha transformation,Beta displacement,Gamma rearrangement,Delta elimination,C
8741,"0. If exactly 2 mechanisms remain, eliminate Gamma rearrangement.
1. If ((NOT (steric_factor > 5) AND thermal_index < 61) AND (NOT (polarity < 0.114) AND steric_factor > 2)), Beta displacement is activated.
2. If (sigma_density > 9 AND (NOT (thermal_index > 85) OR steric_factor > 2)), Rule 0 is overridden.
3. If (NOT (steric_factor > 5) OR steric_factor > 0), Delta elimination is blocked.
4. If NOT (polarity > 0.224), Rule 3 is overridden.
5. If ((polarity < 0.917 AND zeta_affinity > 7) OR (NOT (zeta_affinity < 2) AND NOT (zeta_affinity > 6))), Alpha transformation is blocked.
6. If (NOT (sigma_density > 5) AND (NOT (sigma_density < 1) OR polarity < 0.09)), Gamma rearrangement is activated.
7. If zeta_affinity > 6, Delta elimination dominates Beta displacement.
8. If (sigma_density > 1 AND (thermal_index < 40 OR NOT (sigma_density > 7))), Alpha transformation dominates Delta elimination.","sigma_density=4, steric_factor=5, polarity=0.893, thermal_index=54, zeta_affinity=4",Alpha transformation,Beta displacement,Gamma rearrangement,Delta elimination,B
8743,"0. If exactly 2 mechanisms remain, eliminate Delta elimination.
1. If exactly 2 mechanisms remain, eliminate Gamma rearrangement.
2. If ((steric_factor < 4 OR thermal_index > 50) OR thermal_index > 19), Beta displacement is blocked.
3. If thermal_index > 4, Alpha transformation dominates Gamma rearrangement.
4. If steric_factor < 0, dominance between Alpha transformation and Gamma rearrangement is reversed.
5. If polarity < 0.001, Beta displacement dominates Alpha transformation.
6. If ((thermal_index < 93 OR NOT (thermal_index < 47)) OR zeta_affinity > 10), Gamma rearrangement is activated.
7. If (sigma_density < 0 OR (NOT (polarity > 0.615) OR thermal_index > 29)), Alpha transformation is activated.","sigma_density=8, steric_factor=5, polarity=0.423, thermal_index=43, zeta_affinity=4",Alpha transformation,Beta displacement,Gamma rearrangement,Delta elimination,A
8744,"0. If NOT (sigma_density < 10), Beta displacement is blocked.
1. If ((zeta_affinity < 0 AND polarity > 0.273) OR thermal_index > 96), Delta elimination is blocked.
2. If exactly 2 mechanisms remain, eliminate Beta displacement.
3. If (polarity < 0.502 OR NOT (sigma_density > 8)), Rule 0 is overridden.
4. If exactly 3 mechanisms remain, eliminate Delta elimination.
5. If thermal_index < 8, dominance between Beta displacement and Gamma rearrangement is reversed.
6. If ((steric_factor > 4 AND zeta_affinity > 2) AND (thermal_index < 10 OR steric_factor < 3)), Beta displacement is activated.
7. If NOT (zeta_affinity < 2), dominance between Alpha transformation and Delta elimination is reversed.
8. If exactly 3 mechanisms remain, eliminate Gamma rearrangement.
9. If ((NOT (sigma_density < 5) OR polarity < 0.537) AND steric_factor < 0), Rule 2 is overridden.
10. If polarity < 0.658, Alpha transformation is blocked.
11. If exactly 3 mechanisms remain, eliminate Delta elimination.","sigma_density=9, steric_factor=2, polarity=0.582, thermal_index=77, zeta_affinity=0",Alpha transformation,Beta displacement,Gamma rearrangement,Delta elimination,C
8745,"0. If exactly 1 mechanisms remain, eliminate Alpha transformation.
1. If polarity < 0.36, Beta displacement is activated.
2. If NOT (zeta_affinity > 2), Delta elimination is blocked.
3. If ((NOT (polarity < 0.423) OR thermal_index > 63) AND NOT (polarity < 0.587)), dominance between Alpha transformation and Gamma rearrangement is reversed.
4. If NOT (steric_factor < 3), Gamma rearrangement is blocked.
5. If steric_factor < 0, Gamma rearrangement is blocked.
6. If exactly 2 mechanisms remain, eliminate Beta displacement.
7. If (NOT (steric_factor < 5) OR (polarity < 0.735 AND zeta_affinity < 9)), dominance between Alpha transformation and Beta displacement is reversed.","sigma_density=0, steric_factor=4, polarity=0.554, thermal_index=78, zeta_affinity=0",Alpha transformation,Beta displacement,Gamma rearrangement,Delta elimination,B
8746,"0. If zeta_affinity > 3, Gamma rearrangement is activated.
1. If ((polarity < 0.003 OR NOT (polarity > 0.076)) AND (zeta_affinity < 1 AND NOT (polarity > 0.749))), dominance between Beta displacement and Alpha transformation is reversed.
2. If (sigma_density > 6 OR zeta_affinity > 2), dominance between Alpha transformation and Delta elimination is reversed.
3. If exactly 2 mechanisms remain, eliminate Gamma rearrangement.
4. If zeta_affinity < 3, Beta displacement is activated.
5. If ((sigma_density < 9 OR steric_factor > 5) OR sigma_density > 8), Beta displacement dominates Delta elimination.
6. If ((NOT (zeta_affinity < 9) AND NOT (zeta_affinity < 4)) AND (steric_factor > 1 AND NOT (thermal_index > 28))), Beta displacement dominates Delta elimination.
7. If (zeta_affinity > 1 AND (NOT (sigma_density < 3) AND polarity > 0.284)), Beta displacement dominates Delta elimination.","sigma_density=10, steric_factor=4, polarity=0.055, thermal_index=3, zeta_affinity=10",Alpha transformation,Beta displacement,Gamma rearrangement,Delta elimination,B
8747,"0. If NOT (sigma_density > 4), dominance between Gamma rearrangement and Delta elimination is reversed.
1. If exactly 3 mechanisms remain, eliminate Delta elimination.
2. If exactly 2 mechanisms remain, eliminate Gamma rearrangement.
3. If NOT (sigma_density < 3), Alpha transformation is blocked.
4. If exactly 3 mechanisms remain, eliminate Alpha transformation.
5. If (polarity < 0.378 OR (steric_factor > 0 OR NOT (zeta_affinity < 3))), Rule 2 is overridden.
6. If (sigma_density < 10 OR sigma_density < 1), dominance between Delta elimination and Alpha transformation is reversed.
7. If exactly 3 mechanisms remain, eliminate Gamma rearrangement.
8. If sigma_density < 4, Gamma rearrangement is activated.","sigma_density=6, steric_factor=5, polarity=0.214, thermal_index=2, zeta_affinity=10",Alpha transformation,Beta displacement,Gamma rearrangement,Delta elimination,B
8748,"0. If ((polarity < 0.376 AND thermal_index > 48) AND (polarity > 0.717 OR zeta_affinity < 1)), Gamma rearrangement is activated.
1. If exactly 2 mechanisms remain, eliminate Alpha transformation.
2. If (thermal_index < 56 OR (steric_factor > 2 AND NOT (polarity > 0.186))), Delta elimination is activated.
3. If polarity < 0.085, Rule 0 is overridden.
4. If sigma_density > 7, Gamma rearrangement dominates Alpha transformation.
5. If steric_factor > 1, dominance between Beta displacement and Gamma rearrangement is reversed.
6. If NOT (polarity > 0.145), Gamma rearrangement is activated.
7. If NOT (zeta_affinity < 4), Beta displacement dominates Alpha transformation.
8. If ((sigma_density < 4 AND thermal_index < 56) AND (polarity < 0.222 OR polarity > 0.906)), Rule 2 is overridden.
9. If ((thermal_index > 36 OR thermal_index < 62) AND sigma_density > 5), Gamma rearrangement is blocked.
10. If ((sigma_density > 1 AND NOT (polarity > 0.653)) AND thermal_index > 45), dominance between Gamma rearrangement and Delta elimination is reversed.
11. If ((polarity > 0.334 OR sigma_density > 2) AND thermal_index > 7), Delta elimination is blocked.","sigma_density=2, steric_factor=4, polarity=0.683, thermal_index=85, zeta_affinity=2",Alpha transformation,Beta displacement,Gamma rearrangement,Delta elimination,C
